data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Al Jabal Al Gharbi_non_displaced,Derna_returnee,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
5. 2015,7,26,3,,0,,24,,,,0,,3,5,,,,0,,,12,,1,0,2,,0,,14,4,4,5,17,31,10,19,,,1,0,3,4,13,,14,0,0,5,73,0,0
6. 2016,7,5,5,,0,,7,,,,2,,0,32,,,,0,,,5,,0,5,12,,4,,16,1,1,3,17,26,9,14,,,5,8,0,17,0,,10,0,1,0,3,11,0
4. 2014,3,13,1,,0,,7,,,,5,,3,2,,,,0,,,22,,0,1,1,,1,,9,2,7,11,0,24,2,4,,,0,0,0,0,15,,0,16,9,0,6,2,0
2. 2012,3,8,0,,1,,7,,,,0,,1,0,,,,3,,,4,,0,13,13,,0,,2,0,0,0,6,0,0,1,,,0,0,0,0,0,,0,0,1,5,6,10,7
3. 2013,1,2,0,,1,,7,,,,2,,0,25,,,,0,,,9,,0,0,7,,0,,1,0,6,0,1,9,0,0,,,0,0,0,0,0,,1,0,0,0,3,5,0
Prefer not to answer,1,0,0,,0,,0,,,,0,,1,0,,,,0,,,0,,0,0,0,,0,,0,0,0,0,22,0,0,0,,,0,8,0,0,2,,0,0,0,0,0,0,0
What mantika in Libya was your household living in before your displacement?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tripoli,29,5,39,,58,,2,,,,42,,,0,,,,,,,14,,55,,19,,,,42,0,46,8,,,,0,,,48,,1,,,,0,,,,,,
Benghazi,17,1,0,,0,,5,,,,3,,,0,,,,,,,21,,2,,2,,,,18,0,0,3,,,,96,,,6,,1,,,,1,,,,,,
Aljfara,14,0,0,,41,,5,,,,47,,,0,,,,,,,0,,21,,1,,,,1,0,33,0,,,,0,,,23,,0,,,,0,,,,,,
Misrata,10,27,1,,0,,33,,,,0,,,0,,,,,,,38,,1,,60,,,,12,0,5,0,,,,1,,,0,,1,,,,0,,,,,,
Ubari,5,37,1,,0,,21,,,,0,,,0,,,,,,,0,,0,,1,,,,7,8,0,0,,,,0,,,2,,0,,,,23,,,,,,
Murzuq,5,15,0,,0,,7,,,,2,,,0,,,,,,,0,,0,,0,,,,0,0,0,53,,,,1,,,0,,0,,,,55,,,,,,
Sirt,5,11,52,,0,,5,,,,2,,,0,,,,,,,14,,1,,7,,,,12,1,0,0,,,,1,,,0,,0,,,,1,,,,,,
Ghat,4,0,0,,0,,2,,,,0,,,0,,,,,,,0,,0,,1,,,,0,91,0,0,,,,0,,,0,,0,,,,14,,,,,,
Alkufra,3,0,0,,0,,0,,,,0,,,100,,,,,,,4,,0,,0,,,,0,0,0,8,,,,0,,,0,,0,,,,0,,,,,,
Sebha,3,3,3,,0,,0,,,,2,,,0,,,,,,,2,,2,,0,,,,2,0,1,29,,,,0,,,6,,0,,,,5,,,,,,
Derna,1,0,0,,0,,2,,,,0,,,0,,,,,,,3,,0,,0,,,,4,0,0,0,,,,0,,,1,,94,,,,0,,,,,,
Azzawya,1,0,0,,1,,0,,,,0,,,0,,,,,,,0,,5,,1,,,,0,0,8,0,,,,0,,,5,,1,,,,0,,,,,,
Al Jabal Al Gharbi,1,0,0,,0,,0,,,,2,,,0,,,,,,,0,,12,,0,,,,0,0,6,0,,,,0,,,2,,0,,,,0,,,,,,
Ejdabia,1,0,0,,0,,0,,,,2,,,0,,,,,,,3,,0,,2,,,,3,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Zwara,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,0,,,,0,,,6,,0,,,,0,,,,,,
Aljufra,0,1,4,,0,,0,,,,0,,,0,,,,,,,0,,0,,5,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Wadi Ashshati,0,1,0,,0,,17,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
What baladiya in Libya was your household living in before your displacement?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ain Zara,18,5,39,,38,,0,,,,25,,,0,,,,,,,5,,19,,4,,,,34,0,20,3,,,,0,,,33,,0,,,,0,,,,,,
Benghazi,17,1,0,,0,,5,,,,3,,,0,,,,,,,21,,2,,2,,,,18,0,0,3,,,,96,,,5,,1,,,,1,,,,,,
Tawargha,7,25,1,,0,,26,,,,0,,,0,,,,,,,36,,0,,39,,,,5,0,4,0,,,,1,,,0,,0,,,,0,,,,,,
Al Aziziya,6,0,0,,14,,2,,,,27,,,0,,,,,,,0,,12,,0,,,,0,0,6,0,,,,0,,,9,,0,,,,0,,,,,,
Murzuq,5,15,0,,0,,7,,,,2,,,0,,,,,,,0,,0,,0,,,,0,0,0,47,,,,1,,,0,,0,,,,55,,,,,,
Ubari,5,30,1,,0,,14,,,,0,,,0,,,,,,,0,,0,,1,,,,7,8,0,0,,,,0,,,2,,0,,,,18,,,,,,
Other (specify),5,2,0,,0,,0,,,,15,,,0,,,,,,,3,,24,,2,,,,3,0,26,5,,,,0,,,8,,7,,,,0,,,,,,
Sirt,4,11,52,,0,,5,,,,2,,,0,,,,,,,14,,1,,7,,,,11,1,0,0,,,,1,,,0,,0,,,,1,,,,,,
Tripoli,4,0,0,,12,,0,,,,0,,,0,,,,,,,5,,5,,4,,,,5,0,0,0,,,,0,,,4,,0,,,,0,,,,,,
Ghat,4,0,0,,0,,2,,,,0,,,0,,,,,,,0,,0,,1,,,,0,91,0,0,,,,0,,,0,,0,,,,14,,,,,,
Qasr Bin Ghasheer,3,0,0,,9,,0,,,,13,,,0,,,,,,,0,,5,,0,,,,1,0,6,0,,,,0,,,2,,0,,,,0,,,,,,
Alkufra,3,0,0,,0,,0,,,,0,,,98,,,,,,,4,,0,,0,,,,0,0,0,8,,,,0,,,0,,0,,,,0,,,,,,
Sebha,3,1,3,,0,,0,,,,2,,,0,,,,,,,2,,2,,0,,,,2,0,1,29,,,,0,,,5,,0,,,,5,,,,,,
Swani Bin Adam,3,0,0,,12,,0,,,,0,,,0,,,,,,,0,,2,,0,,,,0,0,0,0,,,,0,,,4,,0,,,,0,,,,,,
Abusliem,2,0,0,,7,,0,,,,2,,,0,,,,,,,0,,10,,7,,,,1,0,4,0,,,,0,,,2,,1,,,,0,,,,,,
Misrata,1,1,0,,0,,5,,,,0,,,0,,,,,,,1,,0,,19,,,,3,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Derna,1,0,0,,0,,2,,,,0,,,0,,,,,,,3,,0,,0,,,,4,0,0,0,,,,0,,,1,,83,,,,0,,,,,,
Suq Alkhamees,1,0,0,,4,,0,,,,2,,,0,,,,,,,0,,1,,0,,,,0,0,4,0,,,,0,,,0,,0,,,,0,,,,,,
Espeaa,1,0,0,,1,,0,,,,2,,,0,,,,,,,0,,1,,0,,,,0,0,7,0,,,,0,,,6,,0,,,,0,,,,,,
Ejdabia,1,0,0,,0,,0,,,,0,,,0,,,,,,,3,,0,,2,,,,3,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Azzawya,1,0,0,,1,,0,,,,0,,,0,,,,,,,0,,2,,0,,,,0,0,4,0,,,,0,,,4,,0,,,,0,,,,,,
Tajoura,1,0,0,,1,,0,,,,0,,,0,,,,,,,0,,0,,1,,,,1,0,2,0,,,,0,,,2,,0,,,,0,,,,,,
Alghrayfa,0,4,0,,0,,7,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,5,,,,,,
Ghiryan,0,0,0,,0,,0,,,,2,,,0,,,,,,,0,,3,,0,,,,0,0,5,0,,,,0,,,1,,0,,,,0,,,,,,
Zliten,0,1,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,2,,,,1,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Abu Qurayn,0,0,0,,0,,2,,,,0,,,0,,,,,,,0,,0,,0,,,,2,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Aljufra,0,1,4,,0,,0,,,,0,,,0,,,,,,,0,,0,,5,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Algatroun,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,5,,,,0,,,0,,0,,,,0,,,,,,
Sidi Assayeh,0,0,0,,0,,0,,,,2,,,0,,,,,,,0,,0,,0,,,,0,0,4,0,,,,0,,,1,,0,,,,0,,,,,,
Bint Bayya,0,3,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Azzahra,0,0,0,,0,,2,,,,2,,,0,,,,,,,0,,0,,1,,,,0,0,0,0,,,,0,,,1,,0,,,,0,,,,,,
Sabratha,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,0,,,,0,,,3,,0,,,,0,,,,,,
Bani Waleed,0,0,0,,0,,0,,,,0,,,0,,,,,,,1,,1,,0,,,,0,0,1,0,,,,0,,,0,,1,,,,0,,,,,,
Hrawa,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,1,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Janoub Azzawya,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,2,0,,,,0,,,0,,1,,,,0,,,,,,
Kikkla,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,3,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Gharb Azzawya,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,1,,,,0,0,1,0,,,,0,,,0,,0,,,,0,,,,,,
Albrayga,0,0,0,,0,,0,,,,2,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Aljmail,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,2,,0,,,,0,,,,,,
Brak,0,0,0,,0,,17,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Algurdha Ashshati,0,1,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Surman,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,1,0,,,,0,,,1,,0,,,,0,,,,,,
Ashshgega,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,2,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Gemienis,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,1,,0,,,,0,,,,,,
Rigdaleen,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,1,,0,,,,0,,,,,,
Azzintan,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,1,,0,,,,0,,,,,,
Suq Aljumaa,0,0,0,,0,,2,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,1,0,,,,0,,,0,,0,,,,0,,,,,,
Hai Alandalus,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
"Nesma
",0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Al Qalaa,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Ashshwayrif,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Tazirbu,0,0,0,,0,,0,,,,0,,,2,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
Janzour,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,1,0,,,,0,,,0,,0,,,,0,,,,,,
Alqubba,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,3,,,,0,,,,,,
Umm arrazam,0,0,0,,0,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,0,,1,,,,0,,,,,,
What are the main reasons why your household left its baladiya of origin?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
10. Problems accessing housing,3,12,1,,4,,2,,,,0,,0,2,,,,6,,,22,,6,1,2,,5,,3,1,7,11,1,0,1,0,,,4,0,0,4,4,,1,0,0,0,0,3,2
4. Flooding or other natural disaster,1,0,0,,0,,0,,,,0,,0,0,,,,0,,,0,,0,0,0,,0,,0,90,0,0,0,0,0,1,,,0,0,0,0,0,,12,0,87,0,0,0,0
Prefer not to answer,1,0,0,,1,,0,,,,0,,7,3,,,,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,1,0,0,3,2,0
5. No opportunity for work,2,7,0,,8,,10,,,,0,,4,0,,,,2,,,3,,1,4,6,,1,,3,1,1,5,0,15,0,0,,,0,0,0,30,0,,4,0,0,0,0,5,2
2. Got evicted from dwelling                         ,12,33,1,,18,,38,,,,20,,1,2,,,,10,,,26,,24,20,66,,1,,24,0,19,3,67,0,0,3,,,6,8,4,4,9,,4,11,0,5,0,29,0
Other (specify),0,0,0,,0,,2,,,,0,,3,0,,,,0,,,0,,1,0,0,,5,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,6,0,0
1. Dwelling destroyed ,19,50,91,,26,,45,,,,38,,0,14,,,,5,,,53,,28,24,39,,1,,13,5,7,18,21,0,19,29,,,7,8,93,0,4,,15,4,1,0,9,16,4
3. No security/conflict in the area,79,87,43,,88,,62,,,,68,,81,85,,,,71,,,73,,89,78,64,,99,,68,5,82,82,89,100,80,72,,,93,92,4,57,87,,70,88,9,95,61,83,98
6. Problems accessing healthcare,7,12,0,,22,,2,,,,2,,4,8,,,,7,,,21,,2,6,8,,1,,1,0,1,13,1,24,8,1,,,0,0,0,57,0,,7,0,4,0,27,11,2
12. Presence of explosive hazards,4,21,0,,4,,2,,,,3,,0,2,,,,35,,,14,,5,1,2,,13,,0,0,5,0,4,0,0,1,,,2,0,3,0,0,,4,6,0,0,0,3,0
9. Problems accessing water,3,4,1,,3,,2,,,,2,,0,0,,,,8,,,15,,5,0,1,,1,,1,0,4,8,0,0,3,0,,,2,0,0,9,0,,0,0,0,0,3,19,0
7. Problems accessing education,6,13,4,,16,,2,,,,3,,4,3,,,,1,,,17,,3,4,4,,0,,0,0,2,11,0,9,9,0,,,2,0,0,26,0,,0,0,0,0,9,6,0
11. Threat of violence on the household,11,60,17,,1,,36,,,,3,,4,0,,,,54,,,25,,17,0,2,,67,,20,2,27,47,13,0,0,4,,,10,0,4,52,11,,56,16,0,5,0,8,0
Don't know,0,0,0,,0,,0,,,,0,,0,0,,,,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0
8. Problems accessing electricity or energy,6,4,4,,5,,5,,,,3,,1,0,,,,13,,,14,,3,0,3,,0,,1,0,4,11,2,19,6,0,,,2,0,0,30,0,,8,0,0,0,9,32,2
What are the main reasons why your household has not returned to its baladiya of origin?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Don't know,0,0,0,,0,,2,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,1,,,0,,0,,,,0,,,,,,
2. No security/conflict in the area                       ,56,40,43,,73,,50,,,,68,,,86,,,,,,,55,,83,,60,,,,61,4,82,71,,,,8,,,88,,6,,,,63,,,,,,
4. Flooding or other natural disaster,5,0,0,,5,,0,,,,0,,,2,,,,,,,1,,1,,0,,,,0,88,0,0,,,,1,,,0,,0,,,,12,,,,,,
Prefer not to answer,1,0,0,,1,,0,,,,0,,,3,,,,,,,0,,1,,0,,,,1,2,0,0,,,,0,,,0,,0,,,,0,,,,,,
11. Threat of violence on the household,21,72,20,,1,,45,,,,5,,,0,,,,,,,20,,32,,4,,,,32,1,36,50,,,,3,,,12,,7,,,,55,,,,,,
10. Problems accessing housing,8,40,3,,5,,2,,,,0,,,2,,,,,,,13,,12,,1,,,,2,1,11,8,,,,1,,,7,,0,,,,1,,,,,,
5. Loss of documentation has restricted movement,1,0,0,,4,,0,,,,0,,,0,,,,,,,0,,0,,0,,,,0,0,0,0,,,,0,,,2,,0,,,,0,,,,,,
1. Dwelling damaged or destroyed,45,58,91,,19,,62,,,,42,,,15,,,,,,,74,,34,,71,,,,45,10,23,32,,,,95,,,14,,96,,,,25,,,,,,
6. Problems accessing healthcare,16,32,0,,50,,7,,,,3,,,7,,,,,,,9,,3,,14,,,,0,1,4,13,,,,5,,,4,,0,,,,8,,,,,,
12. Presence of explosive hazards,5,25,0,,4,,2,,,,2,,,0,,,,,,,5,,9,,1,,,,1,0,4,0,,,,6,,,2,,1,,,,3,,,,,,
9. Problems accessing water,4,14,1,,0,,5,,,,2,,,0,,,,,,,7,,12,,2,,,,1,1,6,8,,,,5,,,4,,0,,,,0,,,,,,
7. Problems accessing education,13,30,4,,39,,5,,,,2,,,3,,,,,,,9,,4,,4,,,,1,1,5,8,,,,3,,,5,,0,,,,0,,,,,,
Other (specify),0,2,0,,0,,2,,,,0,,,0,,,,,,,2,,1,,0,,,,0,0,0,0,,,,0,,,0,,0,,,,0,,,,,,
3. No opportunity for work,10,21,0,,24,,14,,,,3,,,0,,,,,,,12,,2,,18,,,,4,1,4,8,,,,3,,,1,,0,,,,3,,,,,,
8. Problems accessing electricity or energy,5,13,4,,5,,12,,,,3,,,0,,,,,,,4,,12,,4,,,,0,0,4,11,,,,6,,,1,,0,,,,7,,,,,,
Why did your household choose to move or come back to this baladiya specifically?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5. Cheaper rent prices in chosen area                               ,10,35,12,,32,,26,,,,3,,10,37,,,,5,,,25,,3,2,2,,4,,5,2,5,16,0,15,2,36,,,32,0,58,4,0,,12,0,0,0,0,16,0
7. More secure environment,17,65,99,,16,,57,,,,27,,3,0,,,,9,,,50,,53,4,28,,6,,35,8,88,8,11,0,4,41,,,34,0,6,43,2,,81,43,0,0,3,17,11
8. More opportunity for better health services,3,28,0,,7,,5,,,,0,,4,2,,,,0,,,8,,0,1,3,,4,,15,0,0,8,1,0,0,3,,,2,0,0,4,0,,1,1,0,0,0,2,0
Don't know,0,0,0,,0,,2,,,,0,,0,0,,,,0,,,1,,0,0,0,,0,,0,0,0,0,0,0,0,3,,,1,0,1,0,0,,0,0,0,0,0,0,0
4. Own property in chosen area,24,17,0,,11,,0,,,,10,,24,3,,,,31,,,0,,10,3,1,,82,,5,62,1,21,15,11,44,15,,,3,25,0,43,53,,0,0,49,0,21,35,74
11. Better opportunity to move abroad ,0,0,0,,0,,0,,,,0,,1,0,,,,0,,,2,,1,0,0,,0,,3,0,1,0,0,0,0,1,,,0,0,0,0,0,,0,0,0,0,0,0,0
1. Conflict is over in my baladiya,47,0,0,,0,,0,,,,0,,59,0,,,,77,,,0,,0,78,0,,82,,0,0,0,0,76,67,79,0,,,0,92,0,4,30,,0,53,7,37,39,48,46
Prefer not to answer,1,0,0,,5,,0,,,,0,,1,0,,,,0,,,0,,0,0,0,,0,,1,0,0,0,1,0,0,3,,,0,0,0,0,0,,0,0,0,0,0,0,0
Other (specify),1,0,0,,0,,0,,,,2,,1,0,,,,0,,,2,,6,0,0,,0,,2,0,0,0,0,0,1,1,,,1,0,0,0,0,,0,0,0,0,3,0,0
3. My tribe is here   ,22,26,93,,0,,17,,,,25,,0,85,,,,29,,,46,,28,27,28,,72,,17,58,11,61,62,33,20,4,,,7,50,71,61,21,,11,22,79,58,70,19,72
9. More opportunity for better education services,2,24,7,,7,,7,,,,0,,4,2,,,,0,,,4,,0,0,2,,1,,2,1,1,3,0,0,0,3,,,3,0,1,4,0,,0,0,0,0,0,0,0
10. Better opportunity to move to another place within Libya ,1,1,9,,0,,0,,,,2,,0,0,,,,0,,,4,,0,0,0,,0,,3,0,0,8,0,0,0,3,,,0,0,1,0,0,,3,0,0,0,0,0,0
2. Friends or family living here              ,36,30,3,,45,,33,,,,58,,15,81,,,,43,,,39,,50,15,71,,68,,48,74,32,58,79,28,35,29,,,46,46,8,83,77,,48,21,43,11,33,41,53
6. More economic opportunities here                ,7,44,0,,27,,14,,,,2,,9,3,,,,0,,,25,,3,0,2,,20,,25,1,1,5,1,2,0,8,,,1,0,0,13,0,,4,2,1,0,0,5,0
"1. House, property or land occupied by other persons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,94,,,,,,,,,,,,95,,,,,93,,,,,,97,,,100,,,,,,90,98,97,,,,,88,,96,100,,,99,94,89,100,73,100
Yes,4,,,,,,,,,,,,3,,,,,6,,,,,,2,,,0,,,,,,9,0,2,,,,,4,,4,0,,,1,6,0,0,24,0
Don't know,1,,,,,,,,,,,,2,,,,,0,,,,,,1,,,0,,,,,,1,0,1,,,,,8,,0,0,,,0,0,11,0,3,0
Prefer not to answer,0,,,,,,,,,,,,1,,,,,1,,,,,,0,,,0,,,,,,0,2,0,,,,,0,,0,0,,,0,0,0,0,0,0
2. Inability to prove legal ownership of the house/property ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,94,,,,,,,,,,,,92,,,,,95,,,,,,99,,,100,,,,,,95,100,96,,,,,100,,100,98,,,99,97,89,100,63,100
Yes,5,,,,,,,,,,,,5,,,,,4,,,,,,1,,,0,,,,,,5,0,2,,,,,0,,0,2,,,1,1,11,0,37,0
Don't know,1,,,,,,,,,,,,1,,,,,0,,,,,,0,,,0,,,,,,0,0,2,,,,,0,,0,0,,,0,1,0,0,0,0
Prefer not to answer,0,,,,,,,,,,,,2,,,,,1,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,0,0
3. Hostility from the local community,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,92,,,,,,,,,,,,88,,,,,79,,,,,,96,,,83,,,,,,83,94,96,,,,,96,,87,91,,,89,99,89,70,84,100
Yes,5,,,,,,,,,,,,4,,,,,19,,,,,,0,,,17,,,,,,15,2,2,,,,,4,,13,2,,,7,1,5,24,14,0
Don't know,3,,,,,,,,,,,,5,,,,,1,,,,,,4,,,0,,,,,,2,4,2,,,,,0,,0,4,,,4,0,5,0,2,0
Prefer not to answer,0,,,,,,,,,,,,3,,,,,1,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,2,,,0,0,0,6,0,0
4. Lack of security in area,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,77,,,,,,,,,,,,82,,,,,82,,,,,,95,,,20,,,,,,9,67,79,,,,,50,,78,74,,,90,100,58,100,37,100
Yes,22,,,,,,,,,,,,12,,,,,17,,,,,,3,,,80,,,,,,89,33,20,,,,,50,,22,23,,,9,0,42,0,63,0
Prefer not to answer,1,,,,,,,,,,,,2,,,,,1,,,,,,3,,,0,,,,,,1,0,1,,,,,0,,0,0,,,0,0,0,0,0,0
Don't know,1,,,,,,,,,,,,4,,,,,0,,,,,,0,,,0,,,,,,1,0,0,,,,,0,,0,2,,,1,0,0,0,0,0
5. Parts of house or property destroyed,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,54,,,,,,,,,,,,79,,,,,54,,,,,,72,,,76,,,,,,9,48,45,,,,,17,,74,70,,,62,71,68,55,40,95
Yes,45,,,,,,,,,,,,15,,,,,45,,,,,,28,,,24,,,,,,91,52,55,,,,,83,,26,30,,,38,29,32,45,56,5
Don't know,1,,,,,,,,,,,,4,,,,,0,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,5,0
Prefer not to answer,0,,,,,,,,,,,,1,,,,,1,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,0,0
6. Valuables in house or property missing,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Yes,56,,,,,,,,,,,,24,,,,,82,,,,,,27,,,33,,,,,,89,70,68,,,,,75,,17,74,,,32,22,63,61,65,4
No,43,,,,,,,,,,,,73,,,,,17,,,,,,73,,,67,,,,,,11,30,32,,,,,25,,83,26,,,68,78,37,39,30,96
Prefer not to answer,0,,,,,,,,,,,,2,,,,,1,,,,,,1,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,0,0
Don't know,0,,,,,,,,,,,,1,,,,,0,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,5,0
7. Inability to move freely in the area,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,84,,,,,,,,,,,,88,,,,,69,,,,,,99,,,33,,,,,,30,83,93,,,,,33,,96,85,,,91,97,89,97,37,100
Yes,14,,,,,,,,,,,,10,,,,,29,,,,,,0,,,67,,,,,,70,17,5,,,,,67,,4,13,,,9,1,11,3,63,0
Don't know,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,,0,,,,,,0,0,2,,,,,0,,0,2,,,0,1,0,0,0,0
Prefer not to answer,0,,,,,,,,,,,,2,,,,,2,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,0,0
"8. Basic services at the HH level (e.g., electricity, water) which worked before displacement no longer working","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,61,,,,,,,,,,,,93,,,,,70,,,,,,81,,,98,,,,,,8,11,53,,,,,88,,91,91,,,57,82,74,61,13,98
Yes,38,,,,,,,,,,,,5,,,,,28,,,,,,19,,,2,,,,,,92,89,46,,,,,8,,9,9,,,42,18,26,39,86,2
Don't know,1,,,,,,,,,,,,0,,,,,1,,,,,,0,,,0,,,,,,0,0,1,,,,,4,,0,0,,,1,0,0,0,0,0
Prefer not to answer,0,,,,,,,,,,,,2,,,,,1,,,,,,0,,,0,,,,,,0,0,0,,,,,0,,0,0,,,0,0,0,0,2,0
"9. Basic services at the community level (e.g., hospitals, health facilities, education) which worked before displacement no longer working","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,62,,,,,,,,,,,,84,,,,,79,,,,,,76,,,100,,,,,,11,17,52,,,,,92,,87,83,,,96,91,63,73,30,100
